# line1
# line2
# line3
# t,y1,y2
2.899999999999999800e-01,9.685831611286311871e-01,-8.763066800438636950e-01
2.999999999999999889e-01,9.510565162951536422e-01,-8.090169943749474513e-01
3.099999999999999978e-01,9.297764858882514583e-01,-7.289686274214115524e-01
3.200000000000000067e-01,9.048270524660194658e-01,-6.374239897486895234e-01
3.300000000000000155e-01,8.763066800438634729e-01,-5.358267949789963236e-01
3.400000000000000244e-01,8.443279255020149643e-01,-4.257792915650721599e-01
3.500000000000000333e-01,8.090169943749474513e-01,-3.090169943749475623e-01
3.599999999999999867e-01,7.705132427757892533e-01,-1.873813145857246287e-01
3.699999999999999956e-01,7.289686274214114414e-01,-6.279051952931320735e-02
3.800000000000000044e-01,6.845471059286888371e-01,6.279051952931283265e-02
3.900000000000000133e-01,6.374239897486898565e-01,1.873813145857242679e-01
4.000000000000000222e-01,5.877852522924732481e-01,3.090169943749472292e-01
4.100000000000000311e-01,5.358267949789966567e-01,4.257792915650726040e-01
4.199999999999999845e-01,4.817536741017156010e-01,5.358267949789959905e-01
4.299999999999999933e-01,4.257792915650728816e-01,6.374239897486893014e-01
4.400000000000000022e-01,3.681245526846781413e-01,7.289686274214112194e-01
4.500000000000000111e-01,3.090169943749475068e-01,8.090169943749473402e-01
4.600000000000000200e-01,2.486898871648548226e-01,8.763066800438635839e-01
4.700000000000000289e-01,1.873813145857245732e-01,9.297764858882514583e-01
4.799999999999999822e-01,1.253332335643045359e-01,9.685831611286309650e-01
4.899999999999999911e-01,6.279051952931358205e-02,9.921147013144777649e-01
5.000000000000000000e-01,1.224646799147353207e-16,1.000000000000000000e+00
5.100000000000000089e-01,-6.279051952931334613e-02,9.921147013144778759e-01
5.200000000000000178e-01,-1.253332335643042861e-01,9.685831611286310761e-01
5.300000000000000266e-01,-1.873813145857247675e-01,9.297764858882513472e-01
5.400000000000000355e-01,-2.486898871648550169e-01,8.763066800438633619e-01
5.500000000000000444e-01,-3.090169943749477288e-01,8.090169943749471182e-01
5.600000000000000533e-01,-3.681245526846783078e-01,7.289686274214109973e-01
5.700000000000000622e-01,-4.257792915650726595e-01,6.374239897486896345e-01
5.799999999999999600e-01,-4.817536741017149904e-01,5.358267949789971007e-01
5.899999999999999689e-01,-5.358267949789964346e-01,4.257792915650730481e-01
5.999999999999999778e-01,-5.877852522924730261e-01,3.090169943749477288e-01
6.099999999999999867e-01,-6.374239897486896345e-01,1.873813145857247398e-01
6.199999999999999956e-01,-6.845471059286887261e-01,6.279051952931331837e-02
6.300000000000000044e-01,-7.289686274214113304e-01,-6.279051952931270775e-02
6.400000000000000133e-01,-7.705132427757893643e-01,-1.873813145857250173e-01
6.500000000000000222e-01,-8.090169943749473402e-01,-3.090169943749471182e-01
6.600000000000000311e-01,-8.443279255020152974e-01,-4.257792915650733256e-01
6.700000000000000400e-01,-8.763066800438635839e-01,-5.358267949789966567e-01
6.800000000000000488e-01,-9.048270524660197989e-01,-6.374239897486905226e-01
6.900000000000000577e-01,-9.297764858882514583e-01,-7.289686274214117745e-01
7.000000000000000666e-01,-9.510565162951535312e-01,-8.090169943749472292e-01
7.099999999999999645e-01,-9.685831611286309650e-01,-8.763066800438631399e-01
7.199999999999999734e-01,-9.822872507286887211e-01,-9.297764858882514583e-01
7.299999999999999822e-01,-9.921147013144777649e-01,-9.685831611286309650e-01
7.399999999999999911e-01,-9.980267284282715590e-01,-9.921147013144778759e-01
7.500000000000000000e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.600000000000000089e-01,-9.980267284282715590e-01,-9.921147013144779869e-01
7.700000000000000178e-01,-9.921147013144778759e-01,-9.685831611286310761e-01
7.800000000000000266e-01,-9.822872507286887211e-01,-9.297764858882516803e-01
7.900000000000000355e-01,-9.685831611286310761e-01,-8.763066800438634729e-01
8.000000000000000444e-01,-9.510565162951536422e-01,-8.090169943749476733e-01
8.100000000000000533e-01,-9.297764858882512362e-01,-7.289686274214109973e-01
8.200000000000000622e-01,-9.048270524660195768e-01,-6.374239897486897455e-01
8.300000000000000711e-01,-8.763066800438633619e-01,-5.358267949789957685e-01
8.399999999999999689e-01,-8.443279255020155194e-01,-4.257792915650739918e-01
8.499999999999999778e-01,-8.090169943749475623e-01,-3.090169943749478398e-01
8.599999999999999867e-01,-7.705132427757895863e-01,-1.873813145857257390e-01
8.699999999999999956e-01,-7.289686274214115524e-01,-6.279051952931344327e-02
8.800000000000000044e-01,-6.845471059286889481e-01,6.279051952931259672e-02
8.900000000000000133e-01,-6.374239897486896345e-01,1.873813145857249063e-01
9.000000000000000222e-01,-5.877852522924733591e-01,3.090169943749470072e-01
9.100000000000000311e-01,-5.358267949789963236e-01,4.257792915650732146e-01
9.200000000000000400e-01,-4.817536741017153235e-01,5.358267949789965456e-01
9.300000000000000488e-01,-4.257792915650722154e-01,6.374239897486904116e-01
9.400000000000000577e-01,-3.681245526846778637e-01,7.289686274214116635e-01
9.500000000000000666e-01,-3.090169943749476733e-01,8.090169943749471182e-01
9.599999999999999645e-01,-2.486898871648553500e-01,8.763066800438630288e-01
9.699999999999999734e-01,-1.873813145857246842e-01,9.297764858882513472e-01
9.799999999999999822e-01,-1.253332335643046469e-01,9.685831611286309650e-01
9.899999999999999911e-01,-6.279051952931326286e-02,9.921147013144778759e-01
